Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
panic,Male,601,3.52,1.94,6.52,2.35,3.56,1.92,22
panic,Female,601,2.73,1.69,7.5,1.56,2.85,1.35,22
paper,All,303,5.2,1.21,2.5,1.85,4.47,1.67,157
paper,Male,303,5.33,1.37,2.45,2.07,4.45,1.57,157
paper,Female,303,5.13,1.14,2.52,1.78,4.48,1.75,157
paradise,All,304,8.72,0.6,5.12,3.38,6.03,2.79,12
paradise,Male,304,8.6,0.75,5.85,3.41,6.5,2.54,12
paradise,Female,304,8.85,0.37,4.4,3.28,5.55,3.0,12
paralysis,All,926,1.98,1.44,4.73,2.83,2.56,1.82,6
paralysis,Male,926,2.39,1.72,4.84,2.81,2.58,1.84,6
paralysis,Female,926,1.64,1.09,4.64,2.9,2.55,1.84,6
part,All,927,5.11,1.78,3.82,2.24,4.75,1.59,500
part,Male,927,5.11,1.6,4.67,1.68,4.56,1.46,500
part,Female,927,5.12,1.93,3.23,2.42,4.88,1.68,500
party,All,305,7.86,1.83,6.69,2.84,5.83,2.46,216
party,Male,305,7.12,1.83,6.59,2.58,5.59,2.35,216
party,Female,305,8.35,1.7,6.76,3.06,6.0,2.57,216
passage,All,928,5.28,1.44,4.36,2.13,5.02,1.62,49
passage,Male,928,5.53,1.18,4.44,1.98,5.28,2.14,49
passage,Female,928,5.12,1.58,4.31,2.26,4.85,1.16,49
passion,All,306,8.03,1.27,7.26,2.57,6.13,2.24,28
passion,Male,306,7.8,1.14,7.7,1.89,6.2,2.3,28
passion,Female,306,8.1,1.32,7.1,2.78,6.1,2.26,28
pasta,All,524,6.69,1.64,4.94,2.04,5.8,1.47,.
pasta,Male,524,6.68,1.7,4.88,2.13,5.68,1.07,.
pasta,Female,524,6.69,1.62,5.0,2.0,5.92,1.79,.
patent,All,307,5.29,1.08,3.5,1.84,4.9,1.79,35
patent,Male,307,5.75,1.42,3.08,1.93,5.42,2.02,35
patent,Female,307,5.1,0.86,3.68,1.81,4.68,1.68,35
patient,All,929,5.29,1.89,4.21,2.37,4.9,2.31,86
patient,Male,929,4.71,1.82,4.19,2.25,4.29,2.03,86
patient,Female,929,5.86,1.82,4.23,2.52,5.52,2.46,86
patriot,All,930,6.71,1.69,5.17,2.53,5.9,1.54,10
patriot,Male,930,6.85,1.84,6.4,2.16,6.55,1.73,10
patriot,Female,930,6.59,1.56,4.05,2.34,5.32,1.09,10
peace,All,308,7.72,1.75,2.95,2.55,5.45,2.84,198
peace,Male,308,7.25,2.1,3.85,2.74,5.7,2.27,198
peace,Female,308,8.2,1.2,2.05,2.04,5.2,3.35,198
penalty,All,931,2.83,1.56,5.1,2.31,3.95,1.97,14
penalty,Male,931,3.09,1.66,4.68,2.38,4.23,2.45,14
penalty,Female,931,2.55,1.43,5.55,2.21,3.65,1.27,14
pencil,All,309,5.22,0.68,3.14,1.9,4.78,1.73,34
pencil,Male,309,5.3,0.67,3.0,1.94,4.5,0.97,34
pencil,Female,309,5.19,0.69,3.19,1.92,4.88,1.95,34
penis,All,932,5.9,1.72,5.54,2.63,5.92,2.54,.
penis,Male,932,5.55,1.7,5.1,2.77,5.95,3.22,.
penis,Female,932,6.25,1.71,6.0,2.45,5.9,1.68,.
penthouse,All,933,6.81,1.64,5.52,2.49,6.52,1.82,1
penthouse,Male,933,6.9,1.65,6.2,2.4,6.9,2.05,1
penthouse,Female,933,6.73,1.67,4.91,2.47,6.18,1.56,1
people,All,525,7.33,1.7,5.94,2.09,6.14,2.02,847
people,Male,525,6.88,1.69,5.12,1.72,6.08,1.63,847
people,Female,525,7.77,1.63,6.73,2.15,6.19,2.37,847
perfection,All,310,7.25,2.05,5.95,2.73,6.71,2.26,11
perfection,Male,310,8.0,1.76,5.0,3.05,7.09,2.07,11
perfection,Female,310,6.97,2.1,6.32,2.56,6.58,2.33,11
perfume,All,934,6.76,1.48,5.05,2.36,5.93,1.69,10
perfume,Male,934,6.21,1.44,5.21,2.42,6.0,1.45,10
perfume,Female,934,7.23,1.38,4.91,2.35,5.86,1.91,10
person,All,311,6.32,1.74,4.19,2.45,5.35,2.02,175
person,Male,311,6.58,1.44,3.58,1.78,5.92,1.93,175
person,Female,311,6.22,1.84,4.42,2.66,5.13,2.05,175
pervert,All,312,2.79,2.12,6.26,2.61,4.72,2.83,1
pervert,Male,312,4.15,2.61,6.21,2.91,5.46,2.63,1
pervert,Female,312,2.08,1.41,6.28,2.49,4.35,2.9,1
pest,All,313,3.13,1.82,5.62,2.15,5.29,2.13,4
pest,Male,313,3.79,2.08,5.31,2.32,4.85,2.51,4
pest,Female,313,2.76,1.59,5.77,2.08,5.52,1.92,4
pet,All,935,6.79,2.32,5.1,2.59,5.85,2.28,8
pet,Male,935,5.86,2.62,5.05,2.63,5.62,2.11,8
pet,Female,935,7.8,1.4,5.15,2.62,6.1,2.47,8
phase,All,936,5.17,0.79,3.98,1.82,4.65,1.72,72
phase,Male,936,5.19,0.4,3.57,1.86,4.76,1.7,72
phase,Female,936,5.14,1.06,4.57,1.47,4.55,1.77,72
pie,All,314,6.41,1.89,4.2,2.4,5.35,1.78,14
pie,Male,314,6.45,1.54,4.7,2.18,5.25,1.21,14
pie,Female,314,6.38,2.16,3.81,2.53,5.42,2.14,14
pig,All,937,5.07,1.97,4.2,2.42,5.34,1.88,8
pig,Male,937,5.1,2.14,4.71,2.31,6.1,1.95,8
pig,Female,937,5.05,1.82,3.65,2.48,4.55,1.47,8
pillow,All,315,7.92,1.4,2.97,2.52,4.56,2.17,8
pillow,Male,315,7.88,1.17,3.62,2.96,4.5,2.16,8
pillow,Female,315,7.95,1.61,2.45,2.04,4.6,2.23,8
pinch,All,938,3.83,1.7,4.59,2.1,4.76,1.73,6
pinch,Male,938,4.38,1.72,4.81,2.34,5.19,1.72,6
pinch,Female,938,3.25,1.52,4.35,1.84,4.3,1.66,6
pistol,All,939,4.2,2.58,6.15,2.19,5.05,2.77,27
pistol,Male,939,5.89,2.31,6.21,1.9,6.95,1.84,27
pistol,Female,939,2.73,1.8,6.09,2.45,3.41,2.36,27
pity,All,940,3.37,1.57,3.72,2.02,4.12,1.82,14
pity,Male,940,3.71,1.49,3.48,1.63,4.43,1.99,14
pity,Female,940,3.05,1.62,4.14,2.22,3.81,1.63,14
pizza,All,526,6.65,2.23,5.24,2.09,5.69,1.9,3
pizza,Male,526,6.8,2.36,5.08,2.22,5.32,2.01,3
pizza,Female,526,6.5,2.14,5.38,2.0,6.04,1.75,3
plain,All,941,4.39,1.46,3.52,2.05,4.71,1.68,48
plain,Male,941,4.8,1.24,3.35,1.63,4.7,1.3,48
plain,Female,941,4.0,1.58,3.68,2.4,4.71,2.0,48
plane,All,539,6.43,1.98,6.14,2.39,4.78,2.19,114
plane,Male,539,6.32,2.17,6.08,2.41,4.8,2.04,114
plane,Female,539,6.54,1.82,6.2,2.42,4.77,2.37,114
plant,All,316,5.98,1.83,3.62,2.25,4.71,2.12,125
plant,Male,316,6.12,1.41,3.31,1.85,4.44,1.86,125
plant,Female,316,5.88,2.08,3.81,2.48,4.88,2.29,125
pleasure,All,317,8.28,0.92,5.74,2.81,6.15,2.31,62
pleasure,Male,317,8.0,1.05,6.2,2.39,5.8,2.39,62
pleasure,Female,317,8.38,0.86,5.59,2.96,6.28,2.31,62
poetry,All,318,5.86,1.91,4.0,2.85,5.31,1.81,88
poetry,Male,318,5.29,2.17,4.35,3.18,5.35,1.41,88
poetry,Female,318,6.23,1.66,3.76,2.63,5.28,2.07,88
poison,All,319,1.98,1.44,6.05,2.82,3.1,2.44,10
poison,Male,319,2.27,1.94,5.07,2.55,2.8,1.97,10
poison,Female,319,1.81,1.06,6.62,2.86,3.27,2.69,10
politeness,All,320,7.18,1.5,3.74,2.37,5.74,1.7,5
politeness,Male,320,6.8,2.01,3.73,2.43,5.13,1.25,5
politeness,Female,320,7.43,1.04,3.74,2.38,6.13,1.87,5
pollute,All,321,1.85,1.11,6.08,2.42,4.92,2.51,1
pollute,Male,321,2.0,1.22,6.14,2.18,5.77,2.24,1
pollute,Female,321,1.77,1.07,6.04,2.59,4.5,2.57,1
poster,All,942,5.34,1.75,3.93,2.56,4.91,1.87,4
poster,Male,942,5.45,1.96,4.65,2.94,4.95,2.09,4
poster,Female,942,5.25,1.59,3.33,2.08,4.88,1.7,4
poverty,All,322,1.67,0.9,4.87,2.66,3.21,2.21,20
poverty,Male,322,2.08,1.04,4.92,2.6,3.93,2.06,20
poverty,Female,322,1.46,0.76,4.84,2.75,2.8,2.24,20
power,All,323,6.54,2.21,6.67,1.87,7.28,2.35,342
power,Male,323,7.29,1.59,7.07,1.44,7.29,2.81,342
power,Female,323,6.12,2.42,6.44,2.06,7.28,2.11,342
powerful,All,324,6.84,1.8,5.83,2.69,7.19,2.52,63
powerful,Male,324,6.88,1.93,5.88,2.67,7.29,2.49,63
powerful,Female,324,6.81,1.74,5.8,2.75,7.12,2.59,63
prairie,All,325,5.75,1.43,3.41,2.17,4.62,2.13,21
prairie,Male,325,5.33,1.61,3.75,2.7,5.17,2.62,21
prairie,Female,325,5.93,1.33,3.26,1.93,4.39,1.89,21
present,All,943,6.95,1.85,5.12,2.39,5.83,1.78,377
present,Male,943,6.55,2.01,5.6,2.11,5.5,1.88,377
present,Female,943,7.32,1.64,4.68,2.59,6.14,1.67,377
pressure,All,944,3.38,1.61,6.07,2.26,3.45,2.07,185
pressure,Male,944,3.5,1.19,5.55,2.31,3.1,1.62,185
pressure,Female,944,3.27,1.93,6.55,2.15,3.77,2.41,185
prestige,All,945,7.26,1.9,5.86,2.08,6.9,1.96,29
prestige,Male,945,7.45,1.64,6.15,1.69,7.05,1.82,29
prestige,Female,945,7.09,2.14,5.59,2.38,6.77,2.11,29
pretty,All,326,7.75,1.26,6.03,2.22,5.5,1.97,107
pretty,Male,326,7.65,1.42,6.65,1.98,4.95,1.7,107
pretty,Female,326,7.85,1.09,5.37,2.31,6.05,2.11,107
prick,All,946,3.98,1.73,4.7,2.59,4.47,1.88,2
prick,Male,946,4.55,1.67,4.1,2.77,4.74,2.08,2
prick,Female,946,3.45,1.65,5.27,2.31,4.24,1.7,2
pride,All,327,7.0,2.11,5.83,2.48,7.06,2.15,42
pride,Male,327,6.53,2.26,5.8,2.98,6.6,2.29,42
pride,Female,327,7.22,2.03,5.84,2.26,7.28,2.08,42
priest,All,328,6.42,2.0,4.41,2.71,4.88,2.07,16
priest,Male,328,6.06,2.46,5.41,2.45,4.88,2.29,16
priest,Female,328,6.65,1.65,3.71,2.71,4.88,1.96,16
prison,All,329,2.05,1.34,5.7,2.56,4.2,2.58,42
prison,Male,329,2.25,1.76,5.92,3.34,4.58,3.2,42
prison,Female,329,1.97,1.15,5.61,2.22,4.04,2.32,42
privacy,All,330,5.88,1.5,4.12,1.83,5.66,1.78,12
privacy,Male,330,5.73,1.58,3.93,2.09,4.87,2.0,12
privacy,Female,330,5.96,1.48,4.23,1.7,6.12,1.51,12
profit,All,331,7.63,1.3,6.68,1.78,5.85,2.47,28
profit,Male,331,7.8,1.47,7.4,1.55,6.2,2.68,28
profit,Female,331,7.54,1.21,6.27,1.8,5.65,2.37,28
progress,All,947,7.73,1.34,6.02,2.58,6.76,2.05,120
progress,Male,947,7.45,1.36,6.05,2.37,6.3,2.13,120
progress,Female,947,8.0,1.3,6.29,2.53,7.18,1.92,120
promotion,All,332,8.2,1.15,6.44,2.58,6.79,2.28,26
promotion,Male,332,8.0,1.6,5.67,2.96,6.83,2.33,26
promotion,Female,332,8.28,0.96,6.74,2.41,6.77,2.31,26
protected,All,333,7.29,1.79,4.09,2.77,5.8,2.54,31
protected,Male,333,6.25,1.97,4.1,2.0,5.3,1.81,31
protected,Female,333,8.12,1.09,4.08,3.29,6.19,2.95,31
proud,All,334,8.03,1.56,5.56,3.01,6.74,2.73,50
proud,Male,334,8.08,1.08,5.91,2.59,6.73,2.76,50
proud,Female,334,8.0,1.78,5.39,3.23,6.74,2.78,50
pungent,All,948,3.95,2.09,4.24,2.17,4.78,1.52,4
pungent,Male,948,4.38,2.11,4.19,2.2,5.1,1.7,4
pungent,Female,948,3.5,2.01,4.3,2.18,4.45,1.28,4
punishment,All,335,2.22,1.41,5.93,2.4,3.5,2.43,21
punishment,Male,335,2.4,1.5,5.8,2.54,3.53,2.59,21
punishment,Female,335,2.12,1.37,6.0,2.37,3.48,2.38,21
puppy,All,336,7.56,1.9,5.85,2.78,5.51,2.39,2
puppy,Male,336,7.3,2.41,6.1,2.69,4.8,2.62,2
puppy,Female,336,7.66,1.74,5.76,2.85,5.76,2.31,2
pus,All,602,2.86,1.91,4.82,2.06,4.35,1.82,.
pus,Male,602,2.84,2.15,4.92,2.29,4.4,2.1,.
pus,Female,602,2.88,1.68,4.73,1.85,4.31,1.54,.
putrid,All,337,2.38,1.71,5.74,2.26,4.89,2.09,.
putrid,Male,337,2.86,1.83,5.46,2.37,4.85,2.12,.
putrid,Female,337,2.12,1.62,5.88,2.23,4.92,2.12,.
python,All,949,4.05,2.48,6.18,2.25,4.52,2.56,14
python,Male,949,5.39,2.38,5.56,2.36,6.33,2.22,14
python,Female,949,3.12,2.12,6.62,2.12,3.27,1.97,14
quality,All,950,6.25,1.59,4.48,2.12,5.64,1.59,114
quality,Male,950,6.39,1.72,4.5,1.92,6.0,1.46,114
quality,Female,950,6.15,1.52,4.46,2.28,5.38,1.65,114
quarrel,All,338,2.93,2.06,6.29,2.56,4.02,2.16,20
quarrel,Male,338,3.5,1.96,6.1,2.07,4.05,1.96,20
quarrel,Female,338,2.5,2.06,6.44,2.92,4.0,2.35,20
quart,All,951,5.39,2.01,3.59,2.51,5.2,1.86,3
quart,Male,951,5.45,1.85,4.1,2.4,5.55,1.9,3
quart,Female,951,5.33,2.18,3.17,2.57,4.92,1.82,3
queen,All,952,6.44,1.43,4.76,2.18,5.49,2.12,41
queen,Male,952,5.81,1.08,4.73,1.96,4.67,1.83,41
queen,Female,952,7.1,1.48,4.8,2.46,6.35,2.11,41
quick,All,953,6.64,1.61,6.57,1.78,6.57,1.91,68
quick,Male,953,6.7,1.59,6.65,1.93,6.65,1.95,68
quick,Female,953,6.59,1.65,6.5,1.68,6.5,1.92,68
quiet,All,339,5.58,1.83,2.82,2.13,4.42,2.3,76
quiet,Male,339,5.75,1.54,2.5,1.73,5.08,2.5,76
quiet,Female,339,5.52,1.95,2.94,2.27,4.16,2.21,76
rabbit,All,527,6.57,1.92,4.02,2.19,6.08,1.72,11
rabbit,Male,527,6.4,1.78,3.64,1.98,6.04,1.72,11
rabbit,Female,527,6.73,2.07,4.38,2.35,6.12,1.75,11
rabies,All,340,1.77,0.97,6.1,2.62,3.85,2.34,1
rabies,Male,340,1.58,0.9,6.08,2.87,4.0,2.3,1
rabies,Female,340,1.86,1.01,6.1,2.55,3.79,2.39,1
radiant,All,954,6.73,2.17,5.39,2.82,5.61,2.17,8
radiant,Male,954,6.35,2.08,5.05,2.82,5.9,2.1,8
radiant,Female,954,7.04,2.24,5.67,2.85,5.38,2.24,8
radiator,All,955,4.67,1.05,4.02,1.94,4.81,1.38,4
radiator,Male,955,4.5,1.36,4.45,2.09,4.75,1.83,4
radiator,Female,955,4.82,0.66,3.64,1.76,4.86,0.83,4
radio,All,341,6.73,1.47,4.78,2.82,5.28,1.85,120
radio,Male,341,6.67,1.59,5.36,2.9,5.5,2.03,120
radio,Female,341,6.77,1.42,4.46,2.79,5.15,1.78,120
rage,All,342,2.41,1.86,8.17,1.4,5.68,3.01,16
rage,Male,342,2.55,2.34,8.33,1.23,7.18,1.89,16
rage,Female,342,2.35,1.64,8.09,1.5,4.96,3.21,16
rain,All,569,5.08,2.51,3.65,2.35,4.78,1.68,70
rain,Male,569,5.36,2.64,3.68,2.38,5.2,1.87,70
rain,Female,569,4.81,2.4,3.62,2.37,4.38,1.39,70
rainbow,All,343,8.14,1.23,4.64,2.88,4.72,2.37,4
rainbow,Male,343,8.0,1.37,4.88,2.68,4.88,2.25,4
rainbow,Female,343,8.25,1.12,4.45,3.09,4.6,2.52,4
rancid,All,956,4.34,2.28,5.04,2.27,4.59,1.86,.
rancid,Male,956,4.47,2.37,5.37,2.22,5.32,1.67,.
rancid,Female,956,4.24,2.26,4.81,2.32,4.04,1.84,.
rape,All,344,1.25,0.91,6.81,3.17,2.97,2.94,5
rape,Male,344,1.7,1.64,5.3,3.53,3.3,2.45,5
rape,Female,344,1.08,0.27,7.38,2.89,2.85,3.15,5
rat,All,345,3.02,1.66,4.95,2.36,4.55,2.14,6
rat,Male,345,3.5,1.51,4.5,2.11,5.58,2.23,6
rat,Female,345,2.82,1.7,5.14,2.48,4.11,1.97,6
rattle,All,346,5.03,1.23,4.36,2.18,4.17,1.56,5
rattle,Male,346,5.5,1.72,4.4,1.65,3.8,1.48,5
rattle,Female,346,4.85,0.97,4.35,2.38,4.31,1.59,5
razor,All,957,4.81,2.16,5.36,2.44,4.91,1.95,15
razor,Male,957,5.0,2.03,6.22,2.13,5.28,2.16,15
razor,Female,957,4.68,2.29,4.96,2.35,4.64,1.78,15
red,All,570,6.41,1.61,5.29,2.04,5.78,1.59,197
red,Male,570,6.36,1.38,4.96,2.13,5.33,1.37,197
red,Female,570,6.46,1.84,5.62,1.94,6.19,1.7,197
refreshment,All,347,7.44,1.29,4.45,2.7,5.0,1.92,2
refreshment,Male,347,7.83,1.11,3.92,2.54,5.0,2.22,2
refreshment,Female,347,7.28,1.33,4.68,2.78,5.0,1.83,2
regretful,All,348,2.28,1.42,5.74,2.32,3.43,2.52,1
regretful,Male,348,2.33,1.18,5.73,2.43,3.93,2.52,1
regretful,Female,348,2.25,1.55,5.75,2.3,3.19,2.52,1
rejected,All,349,1.5,1.09,6.37,2.56,2.72,2.58,33
rejected,Male,349,1.83,1.59,6.67,2.35,3.42,2.81,33
rejected,Female,349,1.38,0.83,6.26,2.67,2.45,2.47,33
relaxed,All,350,7.0,1.77,2.39,2.13,5.55,1.9,14
relaxed,Male,350,6.4,1.92,3.2,2.48,5.6,1.4,14
relaxed,Female,350,7.39,1.59,1.87,1.71,5.52,2.19,14
repentant,All,351,5.53,1.86,4.69,1.98,5.42,2.06,1
repentant,Male,351,5.0,1.24,4.14,1.7,5.0,2.35,1
repentant,Female,351,5.86,2.12,5.05,2.1,5.68,1.86,1
reptile,All,958,4.77,2.0,5.18,2.19,4.77,2.02,.
reptile,Male,958,5.5,1.82,5.11,2.08,5.33,2.33,.
reptile,Female,958,4.27,1.99,5.23,2.3,4.38,1.72,.
rescue,All,352,7.7,1.24,6.53,2.56,6.45,2.29,15
rescue,Male,352,7.9,1.07,7.1,2.25,6.7,2.41,15
rescue,Female,352,7.5,1.4,5.95,2.78,6.2,2.19,15
resent,All,959,3.76,1.9,4.47,2.12,4.46,2.09,8
resent,Male,959,3.9,1.41,4.24,2.21,3.8,1.82,8
resent,Female,959,3.64,2.28,4.9,1.81,5.1,2.17,8
reserved,All,353,4.88,1.83,3.27,2.05,4.3,1.93,27
reserved,Male,353,4.92,1.73,3.0,2.37,5.25,2.22,27
reserved,Female,353,4.87,1.89,3.38,1.95,3.94,1.71,27
respect,All,354,7.64,1.29,5.19,2.39,6.89,2.11,125
respect,Male,354,7.25,1.48,5.12,2.32,6.25,2.41,125
respect,Female,354,7.95,1.05,5.25,2.51,7.4,1.73,125
respectful,All,355,7.22,1.27,4.6,2.67,5.67,2.38,4
respectful,Male,355,6.92,1.78,3.67,2.77,5.17,2.33,4
respectful,Female,355,7.34,1.01,5.0,2.57,5.89,2.41,4
restaurant,All,960,6.76,1.85,5.41,2.55,5.73,1.41,41
restaurant,Male,960,6.62,2.09,6.14,2.37,6.29,1.19,41
restaurant,Female,960,6.9,1.62,4.65,2.56,5.15,1.42,41
reunion,All,961,6.48,2.45,6.34,2.35,5.64,1.95,11
reunion,Male,961,6.45,1.96,6.05,2.35,5.8,2.14,11
reunion,Female,961,6.5,2.84,6.58,2.38,5.5,1.82,11
reverent,All,356,5.35,1.21,4.0,1.6,4.67,1.68,3
reverent,Male,356,5.5,1.1,4.2,1.7,4.84,1.68,3
reverent,Female,356,5.2,1.32,3.8,1.51,4.5,1.7,3
revolt,All,357,4.13,1.78,6.56,2.34,6.18,2.11,8
revolt,Male,357,3.8,1.75,7.0,2.16,6.7,2.79,8
revolt,Female,357,4.24,1.81,6.41,2.41,6.0,1.85,8
revolver,All,962,4.02,2.44,5.55,2.39,4.39,2.47,14
revolver,Male,962,5.65,1.95,5.25,2.02,5.75,1.92,14
revolver,Female,962,2.48,1.78,5.82,2.7,3.1,2.26,14
reward,All,358,7.53,1.67,4.95,2.62,6.0,2.14,15
reward,Male,358,7.13,1.55,4.53,2.39,5.8,2.18,15
reward,Female,358,7.78,1.73,5.23,2.79,6.13,2.16,15
riches,All,359,7.7,1.95,6.17,2.7,6.74,2.43,2
riches,Male,359,7.47,1.62,6.5,2.56,6.5,2.19,2
riches,Female,359,7.85,2.15,5.96,2.82,6.88,2.6,2
ridicule,All,360,3.13,2.24,5.83,2.73,3.87,2.7,5
ridicule,Male,360,3.8,2.09,4.9,2.57,4.05,2.5,5
ridicule,Female,360,2.62,2.25,6.54,2.69,3.73,2.89,5
rifle,All,603,4.02,2.76,6.35,2.04,4.16,2.71,63
rifle,Male,603,5.48,2.74,6.48,1.92,5.46,2.7,63
rifle,Female,603,2.62,1.96,6.23,2.18,2.96,2.14,63
rigid,All,963,3.66,2.12,4.66,2.47,4.61,2.04,24
rigid,Male,963,4.15,2.43,4.75,2.73,4.85,2.21,24
rigid,Female,963,3.25,1.78,4.58,2.28,4.42,1.91,24
riot,All,361,2.96,1.93,6.39,2.63,4.18,2.47,7
riot,Male,361,3.55,1.64,6.15,2.46,3.95,2.01,7
riot,Female,361,2.5,2.04,6.58,2.79,4.35,2.78,7
river,All,362,6.85,1.69,4.51,2.42,5.1,1.86,165
river,Male,362,6.6,1.65,4.0,2.05,4.4,1.07,165
river,Female,362,6.93,1.73,4.69,2.54,5.34,2.02,165
roach,All,363,2.35,1.7,6.64,2.64,4.82,2.94,2
roach,Male,363,3.08,1.73,4.91,2.63,5.45,2.84,2
roach,Female,363,1.95,1.59,7.5,2.24,4.5,3.0,2
robber,All,964,2.61,1.69,5.62,2.72,3.62,2.38,2
robber,Male,964,3.11,1.59,5.7,2.45,4.32,2.33,2
robber,Female,964,2.18,1.68,5.81,2.8,3.0,2.3,2
rock,All,965,5.56,1.38,4.52,2.37,5.15,2.01,75
rock,Male,965,5.84,1.57,4.45,2.35,5.26,2.08,75
rock,Female,965,5.32,1.17,4.81,2.27,5.05,1.99,75
rollercoaster,All,528,8.02,1.63,8.06,1.71,5.1,2.76,.
rollercoaster,Male,528,7.8,1.83,7.6,2.14,5.2,2.83,.
rollercoaster,Female,528,8.23,1.42,8.5,1.03,5.0,2.74,.
romantic,All,364,8.32,1.0,7.59,2.07,6.08,2.29,32
romantic,Male,364,8.13,1.19,7.93,1.39,6.13,2.45,32
romantic,Female,364,8.45,0.86,7.36,2.44,6.05,2.24,32
rotten,All,365,2.26,1.37,4.53,2.38,4.32,2.09,2
rotten,Male,365,2.67,1.4,4.27,2.58,4.47,2.07,2
rotten,Female,365,2.0,1.31,4.7,2.29,4.22,2.15,2
rough,All,966,4.74,2.0,5.33,2.04,4.81,1.7,41
rough,Male,966,4.71,1.79,4.95,1.77,4.81,1.72,41
rough,Female,966,4.76,2.23,5.68,2.25,4.81,1.72,41
rude,All,366,2.5,2.11,6.31,2.47,4.91,2.49,6
rude,Male,366,2.82,2.27,6.42,2.78,5.55,2.77,6
rude,Female,366,2.35,2.06,6.26,2.36,4.61,2.35,6
runner,All,571,5.67,1.91,4.76,2.4,5.47,1.84,1
runner,Male,571,5.64,2.04,3.88,2.26,5.8,1.71,1
runner,Female,571,5.69,1.83,5.62,2.25,5.15,1.93,1
rusty,All,367,3.86,1.47,3.77,2.16,4.53,1.62,8
rusty,Male,367,3.92,1.08,4.25,2.38,4.92,1.44,8
rusty,Female,367,3.84,1.61,3.59,2.08,4.39,1.69,8
sad,All,368,1.61,0.95,4.13,2.38,3.45,2.18,35
sad,Male,368,1.87,1.06,4.2,2.31,4.13,2.2,35
sad,Female,368,1.43,0.84,4.09,2.48,3.0,2.09,35
safe,All,967,7.07,1.9,3.86,2.72,5.81,2.06,58
safe,Male,967,6.3,2.2,4.0,2.55,5.79,1.75,58
safe,Female,967,7.71,1.33,3.75,2.91,5.83,2.32,58
sailboat,All,529,7.25,1.71,4.88,2.73,5.86,1.71,1
sailboat,Male,529,6.52,1.81,4.76,2.33,5.8,1.76,1
sailboat,Female,529,7.96,1.28,5.0,3.1,5.92,1.7,1
saint,All,968,6.49,1.7,4.49,1.9,5.37,2.11,16
saint,Male,968,5.84,1.71,5.05,1.08,5.11,2.18,16
saint,Female,968,7.05,1.53,4.0,2.31,5.59,2.06,16
salad,All,369,5.74,1.62,3.81,2.29,5.47,1.68,9
salad,Male,369,5.4,1.5,3.73,2.46,5.67,1.05,9
salad,Female,369,5.91,1.67,3.84,2.24,5.38,1.91,9
salute,All,370,5.92,1.57,5.31,2.23,5.46,2.05,3
salute,Male,370,5.56,1.55,5.12,2.19,5.59,2.18,3
salute,Female,370,6.2,1.58,5.45,2.31,5.35,1.98,3
sapphire,All,371,7.0,1.88,5.0,2.72,5.55,2.24,.
sapphire,Male,371,6.6,2.03,5.13,2.85,5.47,2.29,.
sapphire,Female,371,7.21,1.8,4.93,2.7,5.59,2.24,.
satisfied,All,372,7.94,1.19,4.94,2.63,6.14,2.37,36
satisfied,Male,372,7.44,1.59,4.44,2.01,5.11,2.89,36
satisfied,Female,372,8.12,0.99,5.12,2.83,6.5,2.1,36
save,All,969,6.45,1.93,4.95,2.19,6.0,1.79,62
save,Male,969,6.27,1.86,5.09,2.39,6.23,1.8,62
save,Female,969,6.65,2.03,4.8,1.99,5.75,1.8,62
savior,All,373,7.73,1.56,5.8,3.01,6.64,2.18,6
savior,Male,373,7.73,1.49,5.87,3.11,6.6,2.35,6
savior,Female,373,7.72,1.62,5.76,3.01,6.66,2.13,6
scalding,All,970,2.82,2.12,5.95,2.55,3.82,2.3,1
scalding,Male,970,3.17,2.2,6.89,2.05,3.72,2.4,1
scalding,Female,970,2.58,2.06,5.31,2.69,3.88,2.27,1
scandal,All,971,3.32,1.81,5.12,2.22,4.34,1.73,8
scandal,Male,971,4.05,1.65,4.95,2.01,4.84,1.71,8
scandal,Female,971,2.68,1.73,5.27,2.41,3.91,1.66,8
scapegoat,All,972,3.67,1.65,4.53,2.13,3.52,1.7,1
scapegoat,Male,972,3.81,1.66,4.57,2.06,3.57,1.8,1
scapegoat,Female,972,3.52,1.66,4.5,2.24,3.48,1.63,1
scar,All,973,3.38,1.7,4.79,2.11,3.88,1.71,10
scar,Male,973,3.6,1.31,4.65,1.73,4.25,1.77,10
scar,Female,973,3.18,1.99,4.91,2.45,3.55,1.63,10
scared,All,604,2.78,1.99,6.82,2.03,2.94,2.19,21
scared,Male,604,3.52,2.24,6.84,2.1,3.48,2.28,21
scared,Female,604,2.08,1.44,6.81,2.0,2.42,2.0,21
scholar,All,374,7.26,1.42,5.12,2.46,6.59,2.02,15
scholar,Male,374,7.08,1.38,5.0,2.19,5.82,2.04,15
scholar,Female,374,7.35,1.47,5.17,2.62,6.96,1.94,15
scissors,All,974,5.05,0.96,4.47,1.76,5.16,1.84,1
scissors,Male,974,5.14,0.48,4.14,1.82,4.95,1.8,1
scissors,Female,974,4.95,1.28,5.0,1.34,5.36,1.89,1
scorching,All,975,3.76,1.83,5.0,2.74,4.1,2.01,.
scorching,Male,975,3.55,1.57,4.67,3.09,4.14,1.96,.
scorching,Female,975,3.95,2.06,5.32,2.4,4.05,2.11,.
